Batch ID,Job Order Number,Printing Date/Time,Printer Operator ID,Ink Type,Paper Type,No. of Sheets Used,No. of Cards Printed,No. of Half Cards,No. of Quarter Cards,Accepted Cards,Rejected Cards,Color Matching Data,Quality Control Result (Printing),Printing QC - Alignment,Printing QC - Color Accuracy,Printing QC - Material Integrity,Lamination Date/Time,Lamination Operator ID,Chip Type,Embedding Errors,Chip Serial Numbers,Quality Control Result (Embedding),Embedding QC - Chip Functionality,Embedding QC - Alignment,Network Data,Encryption Key,Laser Engraving Serial,ICCID,Personalization Operator ID,Quality Control Result (Personalization),Personalization QC - Data Accuracy,Personalization QC - Laser Engraving,Audit Trail Logs,PO_number
Batch_79,JO_00079,2022-02-07 ,Operator_8,Metallic Ink,PET,43,1118,658,460,472,646,Match_Fair,Pass,Pass,Pass,Pass,2022-02-16 ,Operator_99,Type3,2,Chip_943105,Pass,Pass,Fail,GPRS,Key_5721,Serial_9894,ICCID_980140,Operator_139,Pass,Pass,Pass,Log_27940,PO-0059
Batch_80,JO_00080,2022-02-08 ,Operator_14,Metallic Ink,PET,20,420,200,220,200,220,Match_Fair,Pass,Pass,Pass,Pass,2022-02-11 ,Operator_94,Type1,4,Chip_541398,Pass,Pass,Pass,UMTS,Key_5554,Serial_7088,ICCID_338262,Operator_104,Pass,Pass,Pass,Log_85169,PO-0060
Batch_81,JO_00081,2022-02-08 ,Operator_23,UV Ink,Composite Materials,40,1320,1243,77,340,980,Match_Poor,Pass,Pass,Pass,Pass,2022-02-18 ,Operator_51,Type3,4,Chip_751564,Pass,Pass,Pass,UMTS,Key_9442,Serial_1035,ICCID_800570,Operator_137,Pass,Pass,Pass,Log_27099,PO-0021
Batch_82,JO_00082,2022-02-09 ,Operator_40,Metallic Ink,PET,20,500,256,244,335,165,Match_Fair,Pass,Pass,Pass,Pass,2022-02-12 ,Operator_70,Type1,1,Chip_168251,Pass,Pass,Pass,GPRS,Key_3970,Serial_6350,ICCID_260873,Operator_149,Pass,Pass,Pass,Log_96789,PO-0022
Batch_83,JO_00083,2022-02-09 ,Operator_21,Offset Ink,Composite Materials,47,1128,872,256,322,806,Match_Fair,Pass,Pass,Pass,Fail,2022-02-14 ,Operator_72,Type1,2,Chip_418778,Pass,Pass,Pass,UMTS,Key_8005,Serial_9944,ICCID_297465,Operator_143,Pass,Pass,Pass,Log_46224,PO-0023
Batch_84,JO_00084,2022-02-10 ,Operator_16,UV Ink,PET,30,720,472,248,463,257,Match_Poor,Pass,Pass,Pass,Pass,2022-02-13 ,Operator_90,Type3,2,Chip_466267,Pass,Pass,Pass,GSM,Key_4764,Serial_1489,ICCID_907445,Operator_104,Pass,Pass,Pass,Log_84281,PO-0024
Batch_85,JO_00085,2022-02-10 ,Operator_45,Offset Ink,PET,39,1482,1194,288,741,741,Match_Good,Pass,Pass,Pass,Pass,2022-02-13 ,Operator_81,Type3,0,Chip_585631,Pass,Pass,Pass,GSM,Key_5655,Serial_2318,ICCID_288392,Operator_123,Pass,Pass,Pass,Log_56165,PO-0025
Batch_86,JO_00086,2022-02-11 ,Operator_18,UV Ink,PET,19,722,550,172,214,508,Match_Perfect,Pass,Pass,Pass,Pass,2022-02-17 ,Operator_81,Type2,1,Chip_170836,Pass,Pass,Pass,GSM,Key_2490,Serial_8209,ICCID_827071,Operator_109,Pass,Pass,Pass,Log_26037,PO-0026
Batch_87,JO_00087,2022-02-11 ,Operator_47,Metallic Ink,PVC,35,875,819,56,403,472,Match_Perfect,Pass,Pass,Pass,Fail,2022-02-16 ,Operator_78,Type2,1,Chip_151879,Pass,Pass,Pass,GSM,Key_7605,Serial_6795,ICCID_421855,Operator_140,Pass,Pass,fail,Log_71979,PO-0027
Batch_88,JO_00088,2022-02-12 ,Operator_24,Metallic Ink,Composite Materials,36,1044,817,227,847,197,Match_Perfect,Pass,Pass,Pass,Pass,2022-02-14 ,Operator_62,Type1,4,Chip_701720,Pass,Pass,Pass,GSM,Key_9249,Serial_7977,ICCID_908637,Operator_124,Pass,Pass,Pass,Log_99551,PO-0028
Batch_89,JO_00089,2022-02-12 ,Operator_26,Metallic Ink,PVC,17,561,531,30,370,191,Match_Perfect,Pass,Pass,Pass,Pass,2022-02-17 ,Operator_66,Type3,4,Chip_103379,Pass,Pass,Pass,GSM,Key_8478,Serial_8666,ICCID_363131,Operator_129,Pass,Pass,Pass,Log_24409,PO-0029
Batch_90,JO_00090,2022-02-13 ,Operator_25,UV Ink,PET,48,1728,550,1178,1591,137,Match_Perfect,Pass,Pass,Pass,Pass,2022-02-22 ,Operator_83,Type1,1,Chip_317610,Pass,Pass,Pass,GSM,Key_3348,Serial_5661,ICCID_514710,Operator_107,Pass,Pass,Pass,Log_51564,PO-0030
Batch_91,JO_00091,2022-02-13 ,Operator_45,Offset Ink,PVC,17,374,323,51,363,11,Match_Perfect,Pass,Pass,Pass,Pass,2022-02-19 ,Operator_85,Type2,2,Chip_309899,Pass,Pass,Pass,GSM,Key_4227,Serial_7248,ICCID_675977,Operator_118,Pass,Pass,Pass,Log_51325,PO-0031
Batch_92,JO_00092,2022-02-14 ,Operator_41,Offset Ink,Composite Materials,17,340,331,9,220,120,Match_Fair,Pass,Pass,Pass,Pass,2022-02-23 ,Operator_94,Type1,0,Chip_787455,Pass,Pass,Pass,UMTS,Key_5251,Serial_2428,ICCID_891598,Operator_102,Pass,Pass,Pass,Log_91485,PO-0032
Batch_93,JO_00093,2022-02-14 ,Operator_29,UV Ink,PET,43,1247,188,1059,502,745,Match_Perfect,Pass,Pass,Pass,Pass,2022-02-18 ,Operator_54,Type3,4,Chip_764241,Pass,Pass,Pass,UMTS,Key_7425,Serial_7556,ICCID_550560,Operator_128,Pass,Pass,Pass,Log_32957,PO-0033
Batch_94,JO_00094,2022-02-15 ,Operator_15,UV Ink,PVC,25,550,497,53,483,67,Match_Fair,Pass,Pass,Pass,Pass,2022-02-23 ,Operator_60,Type3,0,Chip_607743,Pass,Pass,Pass,GPRS,Key_3810,Serial_6298,ICCID_184931,Operator_143,Pass,Pass,Pass,Log_52636,PO-0034
Batch_95,JO_00095,2022-02-15 ,Operator_45,Offset Ink,PVC,22,528,412,116,521,7,Match_Poor,Pass,Pass,Pass,Pass,2022-02-21 ,Operator_84,Type2,1,Chip_462618,Pass,Pass,Pass,GSM,Key_8363,Serial_6977,ICCID_627823,Operator_141,Pass,Pass,Pass,Log_34129,PO-0035
Batch_96,JO_00096,2022-02-16 ,Operator_1,Offset Ink,Composite Materials,32,1216,298,918,218,998,Match_Good,Pass,Pass,Pass,Pass,2022-02-23 ,Operator_91,Type1,2,Chip_407678,Pass,Pass,Fail,GSM,Key_1194,Serial_1806,ICCID_612037,Operator_129,Pass,Pass,Pass,Log_33955,PO-0036
Batch_97,JO_00097,2022-02-16 ,Operator_25,Offset Ink,PVC,21,609,345,264,420,189,Match_Fair,Pass,Pass,Pass,Pass,2022-02-24 ,Operator_53,Type1,0,Chip_439964,Pass,Pass,Pass,GSM,Key_6861,Serial_1324,ICCID_797768,Operator_145,Pass,Pass,Pass,Log_96518,PO-0037
Batch_98,JO_00098,2022-02-17 ,Operator_7,Offset Ink,Composite Materials,36,1260,578,682,419,841,Match_Good,Pass,Pass,Pass,Pass,2022-02-22 ,Operator_81,Type3,3,Chip_276687,Pass,Pass,Pass,UMTS,Key_5651,Serial_3171,ICCID_741507,Operator_117,Pass,Pass,Pass,Log_32081,PO-0038
Batch_99,JO_00099,2022-02-17 ,Operator_9,UV Ink,PET,31,620,449,171,354,266,Match_Poor,Pass,Pass,Pass,Fail,2022-02-25 ,Operator_81,Type2,1,Chip_145523,Pass,Pass,Pass,GPRS,Key_4403,Serial_4069,ICCID_679981,Operator_131,Pass,Pass,Pass,Log_97057,PO-0039
Batch_100,JO_00100,2022-02-18 ,Operator_24,UV Ink,PET,41,1025,253,772,624,401,Match_Perfect,Pass,Pass,Pass,Pass,2022-02-26 ,Operator_51,Type3,2,Chip_237397,Pass,Pass,Pass,UMTS,Key_2752,Serial_2531,ICCID_368522,Operator_117,Pass,Pass,Pass,Log_96852,PO-0040
Batch_101,JO_00101,2022-02-18 ,Operator_1,Metallic Ink,PVC,36,1008,545,463,919,89,Match_Good,Pass,Pass,Pass,Pass,2022-02-25 ,Operator_55,Type3,1,Chip_618533,Pass,Pass,Pass,GSM,Key_2425,Serial_9858,ICCID_335882,Operator_131,Pass,Pass,Pass,Log_11433,PO-0041
Batch_102,JO_00102,2022-02-19 ,Operator_44,Offset Ink,PET,11,264,263,1,206,58,Match_Good,Pass,Pass,Pass,Pass,2022-02-25 ,Operator_55,Type2,1,Chip_954271,Pass,Fail,Pass,UMTS,Key_3629,Serial_9972,ICCID_806050,Operator_123,Pass,Pass,Pass,Log_11400,PO-0042
Batch_103,JO_00103,2022-02-19 ,Operator_8,Metallic Ink,PET,42,1386,614,772,802,584,Match_Poor,Pass,Pass,Pass,Pass,2022-02-25 ,Operator_52,Type3,0,Chip_424945,Pass,Pass,Pass,UMTS,Key_9659,Serial_1278,ICCID_116192,Operator_110,Pass,Pass,Pass,Log_74998,PO-0043
Batch_104,JO_00104,2022-02-20 ,Operator_24,UV Ink,PVC,35,1015,787,228,932,83,Match_Poor,Pass,Pass,Pass,Pass,2022-02-27 ,Operator_65,Type1,0,Chip_312471,Pass,Pass,Pass,UMTS,Key_5788,Serial_4648,ICCID_553931,Operator_106,Pass,Pass,Pass,Log_39406,PO-0044
Batch_105,JO_00105,2022-02-20 ,Operator_11,UV Ink,PET,37,777,494,283,477,300,Match_Poor,Pass,Pass,Pass,Pass,2022-03-02 ,Operator_51,Type1,3,Chip_739188,Pass,Pass,Pass,UMTS,Key_5862,Serial_6339,ICCID_837039,Operator_138,Pass,Pass,Pass,Log_18963,PO-0045
Batch_106,JO_00106,2022-02-21 ,Operator_17,Metallic Ink,PVC,28,672,180,492,231,441,Match_Fair,Pass,Pass,Pass,Pass,2022-02-25 ,Operator_71,Type1,4,Chip_694818,Pass,Pass,Pass,GSM,Key_6342,Serial_4317,ICCID_745255,Operator_147,Pass,Pass,Pass,Log_46268,PO-0046
Batch_107,JO_00107,2022-02-21 ,Operator_8,Offset Ink,Composite Materials,14,280,207,73,272,8,Match_Fair,Pass,Pass,Pass,Pass,2022-03-02 ,Operator_87,Type3,3,Chip_625608,Pass,Pass,Pass,GSM,Key_2491,Serial_3638,ICCID_211933,Operator_127,Pass,Pass,Pass,Log_31560,PO-0047
Batch_108,JO_00108,2022-02-22 ,Operator_35,Offset Ink,Composite Materials,42,1218,877,341,1180,38,Match_Good,Pass,Pass,Pass,Pass,2022-02-28 ,Operator_57,Type2,2,Chip_667515,Pass,Pass,Pass,UMTS,Key_1126,Serial_1999,ICCID_527777,Operator_111,Pass,Pass,Pass,Log_99994,PO-0048
Batch_109,JO_00109,2022-02-22 ,Operator_35,Offset Ink,Composite Materials,29,812,407,405,483,329,Match_Poor,Pass,Pass,Pass,Pass,2022-03-01 ,Operator_61,Type2,2,Chip_995515,Pass,Pass,Pass,GSM,Key_5088,Serial_8236,ICCID_917227,Operator_120,Pass,Pass,Pass,Log_28184,PO-0049
Batch_110,JO_00110,2022-02-23 ,Operator_33,Offset Ink,PVC,39,858,182,676,467,391,Match_Good,Pass,Pass,Pass,Pass,2022-03-03 ,Operator_76,Type2,1,Chip_255551,Pass,Pass,Pass,UMTS,Key_6725,Serial_4929,ICCID_951661,Operator_146,Pass,Pass,Pass,Log_15196,PO-0050
Batch_111,JO_00111,2022-02-23 ,Operator_5,Metallic Ink,PVC,17,578,388,190,331,247,Match_Perfect,Pass,Pass,Pass,Pass,2022-03-05 ,Operator_92,Type2,0,Chip_358470,Pass,Pass,Pass,GPRS,Key_6378,Serial_1494,ICCID_219893,Operator_105,Pass,Pass,Pass,Log_84665,PO-0051
Batch_112,JO_00112,2022-02-24 ,Operator_42,Metallic Ink,PET,47,1081,426,655,1078,3,Match_Poor,Pass,Pass,Pass,Pass,2022-03-04 ,Operator_52,Type2,1,Chip_198037,Pass,Pass,Pass,GPRS,Key_3771,Serial_6830,ICCID_841175,Operator_132,Pass,Pass,Pass,Log_87044,PO-0052
Batch_113,JO_00113,2022-02-24 ,Operator_39,UV Ink,PET,26,832,683,149,297,535,Match_Fair,Pass,Pass,Pass,Pass,2022-03-01 ,Operator_80,Type3,4,Chip_769894,Pass,Pass,Pass,GSM,Key_5351,Serial_5976,ICCID_671280,Operator_105,Pass,Pass,Pass,Log_95903,PO-0053
Batch_114,JO_00114,2022-02-25 ,Operator_41,Offset Ink,PET,10,250,235,15,206,44,Match_Poor,Pass,Pass,Pass,Pass,2022-02-28 ,Operator_64,Type2,1,Chip_658270,Pass,Pass,Pass,GSM,Key_9148,Serial_6781,ICCID_631644,Operator_122,Pass,Pass,Pass,Log_24033,PO-0054
Batch_115,JO_00115,2022-02-25 ,Operator_28,Offset Ink,PET,12,468,365,103,458,10,Match_Good,Pass,Pass,Fail,Pass,2022-03-06 ,Operator_55,Type1,2,Chip_484914,Pass,Pass,Pass,GSM,Key_8797,Serial_5475,ICCID_827547,Operator_101,Pass,Pass,Pass,Log_51468,PO-0055
Batch_116,JO_00116,2022-02-26 ,Operator_7,Offset Ink,PET,35,1260,226,1034,826,434,Match_Fair,Pass,Pass,Pass,Pass,2022-03-01 ,Operator_81,Type3,2,Chip_993056,Pass,Pass,Pass,UMTS,Key_2536,Serial_7144,ICCID_647078,Operator_120,Pass,Pass,Pass,Log_83050,PO-0056
Batch_117,JO_00117,2022-02-26 ,Operator_9,Metallic Ink,PVC,40,960,794,166,388,572,Match_Perfect,Pass,Pass,Pass,Pass,2022-03-05 ,Operator_98,Type1,3,Chip_568000,Pass,Pass,Pass,GPRS,Key_1001,Serial_6213,ICCID_343028,Operator_115,Pass,Pass,Pass,Log_57437,PO-0057
Batch_118,JO_00118,2022-02-26 ,Operator_8,Offset Ink,PVC,17,578,382,196,306,272,Match_Perfect,Pass,Pass,Pass,Pass,2022-03-02 ,Operator_82,Type2,1,Chip_390826,Pass,Pass,Pass,GPRS,Key_4657,Serial_1066,ICCID_309211,Operator_111,Pass,Pass,Pass,Log_36465,PO-0058
Batch_119,JO_00119,2022-02-27 ,Operator_12,Metallic Ink,Composite Materials,17,459,448,11,186,273,Match_Good,Pass,Pass,Pass,Pass,2022-03-02 ,Operator_84,Type2,0,Chip_241818,Pass,Fail,Pass,GSM,Key_5388,Serial_9645,ICCID_960181,Operator_132,Pass,Pass,Pass,Log_61466,PO-0059
Batch_120,JO_00120,2022-02-27 ,Operator_34,Offset Ink,Composite Materials,44,1056,925,131,401,655,Match_Poor,Pass,Pass,Pass,Pass,2022-03-05 ,Operator_60,Type1,4,Chip_318555,Pass,Pass,Pass,GPRS,Key_4165,Serial_6086,ICCID_211509,Operator_128,Pass,Pass,Pass,Log_45992,PO-0060
Batch_121,JO_00121,2022-02-28 ,Operator_33,Offset Ink,Composite Materials,48,1536,286,1250,256,1280,Match_Perfect,Pass,Pass,Pass,Pass,2022-03-02 ,Operator_81,Type1,4,Chip_349046,Pass,Pass,Pass,GSM,Key_4243,Serial_6124,ICCID_859188,Operator_128,Pass,Pass,Pass,Log_52193,PO-0021
Batch_122,JO_00122,2022-02-28 ,Operator_48,UV Ink,Composite Materials,37,740,620,120,517,223,Match_Good,Pass,Pass,Pass,Fail,2022-03-05 ,Operator_77,Type3,0,Chip_322961,Pass,Pass,Pass,GSM,Key_8319,Serial_3755,ICCID_735916,Operator_117,Pass,Pass,Pass,Log_53367,PO-0022
Batch_123,JO_00123,2022-03-01 ,Operator_23,Offset Ink,PVC,13,260,256,4,201,59,Match_Fair,Pass,Pass,Pass,Pass,2022-03-06 ,Operator_68,Type2,4,Chip_648332,Pass,Fail,Pass,GPRS,Key_8286,Serial_2354,ICCID_167820,Operator_134,Pass,Pass,Pass,Log_10672,PO-0023
Batch_124,JO_00124,2022-03-01 ,Operator_24,Offset Ink,PVC,25,650,579,71,513,137,Match_Fair,Pass,Fail,Pass,Pass,2022-03-09 ,Operator_55,Type2,0,Chip_783803,Pass,Pass,Pass,GPRS,Key_2661,Serial_9253,ICCID_503141,Operator_124,Pass,Pass,Pass,Log_39957,PO-0024
Batch_125,JO_00125,2022-03-02 ,Operator_37,UV Ink,PVC,22,528,432,96,517,11,Match_Good,Pass,Pass,Pass,Pass,2022-03-10 ,Operator_67,Type2,0,Chip_904597,Pass,Pass,Pass,UMTS,Key_5941,Serial_1938,ICCID_852088,Operator_102,Pass,Pass,Pass,Log_91488,PO-0025
Batch_126,JO_00126,2022-03-02 ,Operator_35,Metallic Ink,PET,29,957,282,675,918,39,Match_Poor,Pass,Pass,Pass,Pass,2022-03-06 ,Operator_61,Type1,3,Chip_280221,Pass,Pass,Pass,GSM,Key_8862,Serial_9560,ICCID_472779,Operator_127,Pass,Pass,Pass,Log_49403,PO-0026
Batch_127,JO_00127,2022-03-03 ,Operator_44,Metallic Ink,PET,14,476,333,143,454,22,Match_Poor,Pass,Pass,Pass,Pass,2022-03-08 ,Operator_55,Type2,1,Chip_204637,Pass,Pass,Pass,UMTS,Key_3092,Serial_8544,ICCID_239166,Operator_109,Pass,Pass,Pass,Log_98592,PO-0027
Batch_128,JO_00128,2022-03-03 ,Operator_40,Offset Ink,Composite Materials,46,1656,173,1483,986,670,Match_Poor,Pass,Pass,Pass,Pass,2022-03-09 ,Operator_88,Type3,2,Chip_519216,Pass,Pass,Pass,UMTS,Key_4920,Serial_8603,ICCID_979967,Operator_119,Pass,Pass,Pass,Log_83601,PO-0028
Batch_129,JO_00129,2022-03-04 ,Operator_22,Metallic Ink,PET,29,1073,799,274,296,777,Match_Poor,Pass,Pass,Fail,Pass,2022-03-14 ,Operator_98,Type3,2,Chip_948713,Pass,Pass,Pass,GPRS,Key_6274,Serial_4610,ICCID_445142,Operator_136,Pass,Pass,Pass,Log_32622,PO-0029
Batch_130,JO_00130,2022-03-04 ,Operator_27,Offset Ink,PVC,33,858,192,666,471,387,Match_Good,Pass,Pass,Pass,Pass,2022-03-10 ,Operator_87,Type1,1,Chip_212199,Pass,Pass,Pass,GPRS,Key_2765,Serial_8219,ICCID_132284,Operator_129,Pass,Pass,Pass,Log_79842,PO-0030
Batch_131,JO_00131,2022-03-05 ,Operator_35,UV Ink,Composite Materials,45,1665,1090,575,1474,191,Match_Good,Pass,Pass,Pass,Pass,2022-03-11 ,Operator_71,Type1,4,Chip_655252,Pass,Pass,Pass,GPRS,Key_8397,Serial_9959,ICCID_499138,Operator_111,Pass,Pass,Pass,Log_66712,PO-0031
Batch_132,JO_00132,2022-03-05 ,Operator_1,UV Ink,Composite Materials,43,1634,914,720,1360,274,Match_Fair,Pass,Pass,Pass,Pass,2022-03-10 ,Operator_74,Type3,0,Chip_675880,Pass,Pass,Pass,UMTS,Key_4231,Serial_3877,ICCID_313835,Operator_132,Pass,Pass,Pass,Log_90874,PO-0032
Batch_133,JO_00133,2022-03-06 ,Operator_35,Offset Ink,PET,43,1677,771,906,751,926,Match_Fair,Pass,Pass,Pass,Pass,2022-03-08 ,Operator_80,Type1,2,Chip_183026,Pass,Pass,Pass,GPRS,Key_3721,Serial_3239,ICCID_922351,Operator_127,Pass,Pass,Pass,Log_51456,PO-0033
Batch_134,JO_00134,2022-03-06 ,Operator_37,UV Ink,Composite Materials,28,728,261,467,363,365,Match_Poor,Pass,Pass,Pass,Pass,2022-03-11 ,Operator_66,Type1,3,Chip_867089,Pass,Pass,Pass,GPRS,Key_4260,Serial_3663,ICCID_311660,Operator_139,Pass,Pass,Pass,Log_34025,PO-0034
Batch_135,JO_00135,2022-03-07 ,Operator_47,UV Ink,PET,26,702,638,64,603,99,Match_Perfect,Pass,Pass,Pass,Pass,2022-03-16 ,Operator_99,Type2,4,Chip_639399,Pass,Pass,Pass,GSM,Key_2134,Serial_1100,ICCID_426219,Operator_124,Pass,Pass,Pass,Log_19699,PO-0035
Batch_136,JO_00136,2022-03-07 ,Operator_14,Offset Ink,PET,14,448,324,124,323,125,Match_Perfect,Pass,Pass,Pass,Pass,2022-03-13 ,Operator_91,Type3,3,Chip_414298,Pass,Pass,Pass,GPRS,Key_2798,Serial_5475,ICCID_898041,Operator_127,Pass,Pass,Pass,Log_80369,PO-0036
Batch_137,JO_00137,2022-03-08 ,Operator_3,Offset Ink,Composite Materials,34,1258,796,462,852,406,Match_Fair,Pass,Pass,Pass,Pass,2022-03-12 ,Operator_72,Type2,2,Chip_940772,Pass,Pass,Pass,GSM,Key_9457,Serial_1833,ICCID_365718,Operator_127,Pass,Pass,Pass,Log_33633,PO-0037
Batch_138,JO_00138,2022-03-08 ,Operator_1,UV Ink,PET,27,810,376,434,780,30,Match_Fair,Pass,Pass,Pass,Pass,2022-03-10 ,Operator_52,Type3,1,Chip_906221,Pass,Pass,Pass,UMTS,Key_9664,Serial_7514,ICCID_504878,Operator_140,Pass,Pass,Pass,Log_46094,PO-0038
Batch_139,JO_00139,2022-03-09 ,Operator_5,Metallic Ink,PET,17,476,250,226,195,281,Match_Good,Pass,Pass,Pass,Pass,2022-03-11 ,Operator_69,Type2,1,Chip_928204,Pass,Pass,Pass,GSM,Key_8920,Serial_9209,ICCID_845795,Operator_132,Pass,Pass,Pass,Log_10650,PO-0039
Batch_140,JO_00140,2022-03-09 ,Operator_26,Metallic Ink,PET,36,720,652,68,277,443,Match_Fair,Pass,Pass,Pass,Pass,2022-03-18 ,Operator_99,Type3,3,Chip_627520,Pass,Pass,Pass,GPRS,Key_2104,Serial_8694,ICCID_438736,Operator_145,Pass,Pass,Pass,Log_49692,PO-0040
Batch_141,JO_00141,2022-03-10 ,Operator_14,Offset Ink,PET,24,648,622,26,629,19,Match_Fair,Pass,Pass,Pass,Pass,2022-03-18 ,Operator_87,Type3,4,Chip_726469,Pass,Pass,Pass,GSM,Key_6276,Serial_3080,ICCID_584271,Operator_144,Pass,Pass,Pass,Log_32561,PO-0041
Batch_142,JO_00142,2022-03-10 ,Operator_39,Offset Ink,Composite Materials,22,682,249,433,283,399,Match_Poor,Pass,Pass,Pass,Pass,2022-03-15 ,Operator_52,Type3,2,Chip_205611,Pass,Pass,Pass,GPRS,Key_7353,Serial_5828,ICCID_600779,Operator_122,Pass,Pass,Pass,Log_14304,PO-0042
Batch_143,JO_00143,2022-03-11 ,Operator_27,Metallic Ink,PVC,25,525,272,253,479,46,Match_Perfect,Pass,Pass,Pass,Pass,2022-03-16 ,Operator_61,Type1,0,Chip_397794,Pass,Pass,Pass,UMTS,Key_8405,Serial_3588,ICCID_206021,Operator_149,Pass,Pass,Pass,Log_24098,PO-0043
Batch_144,JO_00144,2022-03-11 ,Operator_9,UV Ink,PVC,31,1054,409,645,926,128,Match_Perfect,Pass,Pass,Pass,Pass,2022-03-15 ,Operator_83,Type2,1,Chip_151349,Pass,Pass,Pass,GSM,Key_9507,Serial_9128,ICCID_540431,Operator_142,Pass,Pass,Pass,Log_51535,PO-0044
Batch_145,JO_00145,2022-03-12 ,Operator_15,Metallic Ink,PET,29,1073,434,639,601,472,Match_Good,Pass,Pass,Pass,Pass,2022-03-20 ,Operator_59,Type1,3,Chip_450021,Pass,Pass,Pass,GPRS,Key_1183,Serial_6994,ICCID_507819,Operator_132,Pass,Pass,Pass,Log_62095,PO-0045
Batch_146,JO_00146,2022-03-12 ,Operator_15,Metallic Ink,PET,22,792,202,590,486,306,Match_Perfect,Pass,Pass,Pass,Pass,2022-03-15 ,Operator_75,Type1,2,Chip_395010,Pass,Pass,Pass,GPRS,Key_3645,Serial_6940,ICCID_633717,Operator_148,Pass,Pass,Pass,Log_36223,PO-0046
Batch_147,JO_00147,2022-03-13 ,Operator_26,Metallic Ink,PET,29,986,204,782,453,533,Match_Poor,Pass,Pass,Pass,Pass,2022-03-18 ,Operator_56,Type3,4,Chip_631622,Pass,Pass,Pass,GSM,Key_6042,Serial_1585,ICCID_910687,Operator_146,Pass,Pass,Pass,Log_98477,PO-0047
Batch_148,JO_00148,2022-03-13 ,Operator_42,Metallic Ink,PVC,11,429,418,11,184,245,Match_Poor,Pass,Pass,Pass,Pass,2022-03-22 ,Operator_61,Type3,0,Chip_807215,Pass,Pass,Pass,GSM,Key_9344,Serial_9965,ICCID_715930,Operator_135,Pass,Pass,Pass,Log_81164,PO-0048
Batch_149,JO_00149,2022-03-14 ,Operator_13,Offset Ink,PET,44,1716,1169,547,1442,274,Match_Good,Pass,Pass,Pass,Pass,2022-03-16 ,Operator_77,Type1,0,Chip_832830,Pass,Pass,Pass,UMTS,Key_2294,Serial_8980,ICCID_580605,Operator_101,Pass,Pass,Pass,Log_28940,PO-0049
Batch_150,JO_00150,2022-03-14 ,Operator_32,Offset Ink,Composite Materials,28,784,219,565,511,273,Match_Fair,Pass,Pass,Pass,Pass,2022-03-17 ,Operator_58,Type1,1,Chip_769616,Pass,Pass,Pass,GPRS,Key_2636,Serial_1574,ICCID_808622,Operator_134,Pass,Pass,Pass,Log_97098,PO-0050
Batch_151,JO_00151,2022-03-15 ,Operator_39,UV Ink,Composite Materials,46,1012,449,563,294,718,Match_Fair,Pass,Pass,Pass,Pass,2022-03-22 ,Operator_95,Type1,0,Chip_502219,Pass,Pass,Pass,GPRS,Key_7222,Serial_2152,ICCID_183747,Operator_101,Pass,Pass,Pass,Log_61835,PO-0051
Batch_152,JO_00152,2022-03-15 ,Operator_49,UV Ink,Composite Materials,15,585,411,174,447,138,Match_Poor,Pass,Pass,Pass,Fail,2022-03-24 ,Operator_81,Type3,2,Chip_684142,Pass,Pass,Pass,GSM,Key_4512,Serial_3568,ICCID_164504,Operator_142,Pass,Pass,Pass,Log_87770,PO-0052
Batch_153,JO_00153,2022-03-16 ,Operator_32,UV Ink,PVC,23,874,321,553,191,683,Match_Good,Pass,Pass,Pass,Pass,2022-03-23 ,Operator_77,Type3,1,Chip_851405,Pass,Pass,Pass,GSM,Key_7737,Serial_5913,ICCID_991460,Operator_135,Pass,Pass,Pass,Log_42929,PO-0053
Batch_154,JO_00154,2022-03-16 ,Operator_4,UV Ink,PET,13,481,316,165,252,229,Match_Poor,Pass,Pass,Pass,Pass,2022-03-24 ,Operator_94,Type3,1,Chip_601632,Pass,Pass,Pass,UMTS,Key_2572,Serial_6610,ICCID_677264,Operator_129,Pass,Pass,Pass,Log_60212,PO-0054
Batch_155,JO_00155,2022-03-16 ,Operator_30,Metallic Ink,PET,31,1209,870,339,1195,14,Match_Perfect,Pass,Pass,Pass,Pass,2022-03-22 ,Operator_91,Type2,1,Chip_344601,Pass,Fail,Pass,GSM,Key_6759,Serial_2400,ICCID_576611,Operator_118,Pass,Pass,Pass,Log_25375,PO-0055
Batch_156,JO_00156,2022-03-17 ,Operator_37,Offset Ink,PET,48,1296,904,392,1053,243,Match_Perfect,Pass,Pass,Pass,Pass,2022-03-26 ,Operator_97,Type1,2,Chip_804043,Pass,Pass,Pass,GSM,Key_4360,Serial_2961,ICCID_566009,Operator_106,Pass,Pass,Pass,Log_18146,PO-0056
Batch_157,JO_00157,2022-03-17 ,Operator_23,Offset Ink,PVC,45,900,399,501,585,315,Match_Poor,Pass,Pass,Pass,Pass,2022-03-20 ,Operator_55,Type1,3,Chip_183795,Pass,Pass,Pass,UMTS,Key_3178,Serial_7599,ICCID_432970,Operator_106,Pass,Pass,Pass,Log_42443,PO-0057
Batch_158,JO_00158,2022-03-18 ,Operator_39,UV Ink,PVC,43,1462,834,628,357,1105,Match_Fair,Pass,Pass,Pass,Pass,2022-03-20 ,Operator_65,Type2,0,Chip_653558,Pass,Pass,Pass,GSM,Key_9885,Serial_3653,ICCID_684978,Operator_127,Pass,Pass,Fail,Log_72247,PO-0058
